<<<<<<< HEAD
ID товара,Название препарата,Рецептурность препарата,Производитель,Активное вещество,Текущая цена,Старая цена,Ссылка на картинку,Ссылка на товар,Название региона
10189,Тиогамма Таблетки покрытые пленочной оболочкой 600 мг 30 шт,По рецепту,Вёрваг,Тиоктовая кислота,1004,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/SZ0vtZUBrbRC1cy5HCdd-300x275,https://gorzdrav.org/kaliningrad/p/tiogamma-tabl-p-o-600mg-n30-10189/,Калининград
26115,Глидиаб МВ Таблетки 30 мг 60 шт,По рецепту,Акрихин,Гликлазид,274,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/fFhstZUBrbRC1cy5iqnG-300x300,https://gorzdrav.org/kaliningrad/p/glidiab-mv-tabl-30mg-n60-26115/,Калининград
300778,Глюкованс Таблетки 5 мг + 500 мг 60 шт,По рецепту,МЕРК,Глибенкламид+Метформин,1029,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/k6JPuZUBBKIAJbhrZX2K-300x300,https://gorzdrav.org/kaliningrad/p/gljukovans-tabl-p-o-500mg-n60-300778/,Калининград
41375,Октолипен Таблетки 600 мг 30 шт,По рецепту,Фармстандарт,Тиоктовая кислота,812,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/BufitZUBybk0vr4zTxv--300x300,https://gorzdrav.org/kaliningrad/p/oktolipen-tabl-p-pl-ob-600mg-n30-41375/,Калининград
663839,Сиофор Лонг Таблетки с пролонгированным высвобождением 1000 мг 60 шт,По рецепту,Berlin-Chemie,,558,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/z_dfu5UBAi6hE-ZkEnKK-300x208,https://gorzdrav.org/kaliningrad/p/siofor-long-tab-prolong-1000mg-n60-663839/,Калининград
24477,Сиофор Таблетки покрытые оболочкой 1000 мг 60 шт,По рецепту,Berlin-Chemie,Метформин,205,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/8o1ltZUBrbRC1cy50_eL-300x300,https://gorzdrav.org/kaliningrad/p/siofor-tabl-p-o-1000mg-n60-24477/,Калининград
588678,Глибенкламид Таблетки 5 мг 120 шт,По рецепту,Озон,Глибенкламид,128,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/_I-HyJkBBFTqaCxSP50Q-300x253,https://gorzdrav.org/kaliningrad/p/glibenklamid-tab-5mg-120-588678/,Калининград
205276,Метформин Таблетки покрытые пленочной оболочкой 850 мг 60 шт,По рецепту,Рафарма,Метформин,170,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Cc6OuJUBybk0vr4zZgnY-300x252,https://gorzdrav.org/kaliningrad/p/metformin-tabl-p-pl-ob-850mg-60-205276/,Калининград
35932,Амарил М Таблетки 2 мг + 500 мг 30 шт,По рецепту,Санофи,Глимепирид+Метформин,1312,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/AtCstZUB4hniyrJCQatu-300x300,https://gorzdrav.org/kaliningrad/p/amaril-m-tabl-2mg-500mg-n30-35932/,Калининград
651278,Метформин-Реневал Таблетки 850 мг 60 шт,По рецепту,Обновление,Метформин,175,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/bzImu5UB5yfJBvc3HNob-300x200,https://gorzdrav.org/kaliningrad/p/metformin-reneval-tabl-p-pl-ob-850mg-n60-651278/,Калининград
34491,Амарил таблетки 4 мг 30 шт,По рецепту,Санофи,Глимепирид,1960,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/k_actZUBybk0vr4zdPYJ-300x300,https://gorzdrav.org/kaliningrad/p/amaril-tabl-4mg-n30-34491/,Калининград
206005,Суглат Таблетки покрытые пленочной оболочкой 50 мг 30 шт,По рецепту,Астеллас,Ипраглифлозин,2511,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/RKvguJUBybk0vr4z0Xlb-300x177,https://gorzdrav.org/kaliningrad/p/suglat-tabl-p-pl-ob-50mg-30-206005/,Калининград
40683,Диабетон МВ Таблетки 60 мг 30 шт,По рецепту,СЕРВЬЕ РУС,Гликлазид,243,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5abatZUB4hniyrJCh2Vv-300x300,https://gorzdrav.org/kaliningrad/p/diabeton-mv-tabl-60mg-n30-40683/,Калининград
>>>>>>> 3bd07aef3ebf8bf6557b9672b5c0b049103a716e
